priority rank,old URL,old title,old meta title,old meta description,old content type,current live status,Google ranking/impression/click evidence,featured snippet evidence,old image availability,best new route,whether to preserve same URL or redirect,redirect target,canonical URL,sitemap inclusion,legal safety status,image status,approval status,recovery classification,notes
"177","https://chamanlawfirm.com/legal-remedies-for-breach-of-land-sale-contract/","Legal Remedies For Breach Of Land Sale Contract","Powerful Steps: Remedies for Breach of Land Sale Contract","Legal Remedies for Breach of Land Sale Contract in Ogun -your legal rights and how to pursue justice if the other party fails to honor the terms.","property/title","approved Sanity post; missing old-url redirect","73 clicks; 4149 impressions; avg position 6.69 from local GSC Pages.csv","not available locally","Sanity image present","/resources/blog/legal-remedies-for-breach-of-land-sale-contract","redirect old URL to best new route","/resources/blog/legal-remedies-for-breach-of-land-sale-contract","https://chamanlawfirm.com/resources/blog/legal-remedies-for-breach-of-land-sale-contract","included","medium - verify current law and facts before publication","image and alt present in Sanity","approved public","redirect one-hop to closest exact live equivalent",""
"178","https://chamanlawfirm.com/procedure-and-guprivate-placement-in-nigeria/","Procedure And Guprivate Placement In Nigeria","","","general legal education","live 404","73 clicks; 2826 impressions; avg position 7.25 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/procedure-and-guprivate-placement-in-nigeria","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/procedure-and-guprivate-placement-in-nigeria","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"179","https://chamanlawfirm.com/how-to-obtain-an-infant-visa-in-nigeria/","How To Obtain An Infant Visa In Nigeria","Powerful Steps: How to Obtain an Infant Visa in Nigeria","earn how to obtain an infant visa in Nigeria, including the application steps, required documents, and important guidelines for parents or guardians.","immigration","approved Sanity post; missing old-url redirect","72 clicks; 6160 impressions; avg position 8.59 from local GSC Pages.csv","not available locally","Sanity image present","/resources/blog/how-to-obtain-an-infant-visa-in-nigeria","redirect old URL to best new route","/resources/blog/how-to-obtain-an-infant-visa-in-nigeria","https://chamanlawfirm.com/resources/blog/how-to-obtain-an-infant-visa-in-nigeria","included","low/medium - editorial and legal review still required","image and alt present in Sanity","approved public","redirect one-hop to closest exact live equivalent",""
"180","https://chamanlawfirm.com/employers-vicarious-liability/","Employers Vicarious Liability","","","general legal education","live 404","72 clicks; 5701 impressions; avg position 9.44 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/employers-vicarious-liability","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/employers-vicarious-liability","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"181","https://chamanlawfirm.com/individual-tax-clearance-certificate/","Individual Tax Clearance Certificate","Individual Tax Clearance Certificate","Here are the steps on how to get an individual tax clearance certificate for Form A in Lagos State:","corporate/commercial","hidden Sanity draft; do not redirect","72 clicks; 4649 impressions; avg position 11.96 from local GSC Pages.csv","not available locally","Sanity image present","/resources/blog/individual-tax-clearance-certificate","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/individual-tax-clearance-certificate","not included until restored/approved or static target exists","medium - verify current law and facts before publication","image and alt present in Sanity","hidden/not approved","keep hidden only if legally unsafe, duplicate, or genuinely unsuitable",""
"182","https://chamanlawfirm.com/the-defence-of-laches-in-customary-law-in-nigeria/","The Defence Of Laches In Customary Law In Nigeria","","","general legal education","live 404","72 clicks; 2148 impressions; avg position 9.9 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/the-defence-of-laches-in-customary-law-in-nigeria","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/the-defence-of-laches-in-customary-law-in-nigeria","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"183","https://chamanlawfirm.com/how-to-obtain-legal-guardianship-of-a-child/","How To Obtain Legal Guardianship Of A Child","","","family law","live 404","71 clicks; 4371 impressions; avg position 9.68 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/how-to-obtain-legal-guardianship-of-a-child","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/how-to-obtain-legal-guardianship-of-a-child","not included until restored/approved or static target exists","high - lawyer review required before publication","image recovery needed","not restored","restore as blog post",""
"184","https://chamanlawfirm.com/how-to-legalize-or-attest-a-document-in-nigeria/","How To Legalize Or Attest A Document In Nigeria","","","notary/documentation","live 404","70 clicks; 8505 impressions; avg position 13.68 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/how-to-legalize-or-attest-a-document-in-nigeria","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/how-to-legalize-or-attest-a-document-in-nigeria","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"185","https://chamanlawfirm.com/real-estate-taxes-in-nigeria-transactions/","Real Estate Taxes In Nigeria Transactions","UNDERSTANDING THE ESSENTIAL APPLICABILITY OF TAXES ON REAL ESTATE TRANSACTIONS IN NIGERIA","APPLICABILITY OF TAXES ON REAL ESTATE TRANSACTIONS IN NIGERIA The various taxes that apply on real estate transfer transaction includes Capital","property/title","approved Sanity post; missing old-url redirect","70 clicks; 6388 impressions; avg position 17.54 from local GSC Pages.csv","not available locally","Sanity image present","/resources/blog/real-estate-taxes-in-nigeria-transactions","redirect old URL to best new route","/resources/blog/real-estate-taxes-in-nigeria-transactions","https://chamanlawfirm.com/resources/blog/real-estate-taxes-in-nigeria-transactions","included","medium - verify current law and facts before publication","image and alt present in Sanity","approved public","redirect one-hop to closest exact live equivalent",""
"186","https://chamanlawfirm.com/taxes-on-real-estate-transactions-in-nigeria/","Taxes On Real Estate Transactions In Nigeria","Avoid Costly Mistakes: Essential Guide to Taxes on Real Estate Transactions in Nigeria","Taxes on Real Estate Transactions in Nigeria- In Nigeria, real estate remains one of the most lucrative and sought-after investment portfolios. From Lagos to Abuja, Owerri to Port Harcourt, Nigerians are constantly buyin","property/title","hidden Sanity draft; do not redirect","70 clicks; 5596 impressions; avg position 16.48 from local GSC Pages.csv","not available locally","Sanity image present","/resources/blog/taxes-on-real-estate-transactions-in-nigeria","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/taxes-on-real-estate-transactions-in-nigeria","not included until restored/approved or static target exists","medium - verify current law and facts before publication","image and alt present in Sanity","hidden/not approved","keep hidden only if legally unsafe, duplicate, or genuinely unsuitable",""
"187","https://chamanlawfirm.com/basic-elements-of-defamatory-statement/","Basic Elements Of Defamatory Statement","","","general legal education","live 404","70 clicks; 3672 impressions; avg position 23.39 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/basic-elements-of-defamatory-statement","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/basic-elements-of-defamatory-statement","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"190","https://chamanlawfirm.com/7-effective-steps-to-take-when-a-landlord-refuses-to-return-your-rent-deposit/","7 Effective Steps To Take When A Landlord Refuses To Return Your Rent Deposit","7 Effective Steps To Take When A Landlord Refuses To Return Your Rent Deposit","Introduction A rent deposit serves as financial security for landlords, protecting against property damages or unpaid rent. However, it is also the tenant's right to have their deposit returned promptly and in full, pr","property/title","hidden Sanity draft; do not redirect","68 clicks; 5171 impressions; avg position 12.34 from local GSC Pages.csv","not available locally","Sanity image present","/resources/blog/7-effective-steps-to-take-when-a-landlord-refuses-to-return-your-rent-deposit","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/7-effective-steps-to-take-when-a-landlord-refuses-to-return-your-rent-deposit","not included until restored/approved or static target exists","medium - verify current law and facts before publication","image and alt present in Sanity","hidden/not approved","keep hidden only if legally unsafe, duplicate, or genuinely unsuitable",""
"191","https://chamanlawfirm.com/how-to-resolve-land-disputes-in-nigeria-with/","How To Resolve Land Disputes In Nigeria With","How To Resolve Land Disputes In Nigeria With","How to Resolve Land Disputes in Nigeria Without Going to Court in 3 Proven steps","property/title","hidden Sanity draft; do not redirect","68 clicks; 3377 impressions; avg position 11.75 from local GSC Pages.csv","not available locally","Sanity image present","/resources/blog/how-to-resolve-land-disputes-in-nigeria-with","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/how-to-resolve-land-disputes-in-nigeria-with","not included until restored/approved or static target exists","medium - verify current law and facts before publication","image and alt present in Sanity","hidden/not approved","keep hidden only if legally unsafe, duplicate, or genuinely unsuitable",""
"192","https://chamanlawfirm.com/statute-limitations-and-limitation-periods/","Statute Limitations And Limitation Periods","","","general legal education","live 404","67 clicks; 7202 impressions; avg position 10.33 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/statute-limitations-and-limitation-periods","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/statute-limitations-and-limitation-periods","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"194","https://chamanlawfirm.com/how-to-make-complaint-for-estimated-bills-in-nigeria/","How To Make Complaint For Estimated Bills In Nigeria","","","general legal education","live 404","66 clicks; 2677 impressions; avg position 11.57 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/how-to-make-complaint-for-estimated-bills-in-nigeria","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/how-to-make-complaint-for-estimated-bills-in-nigeria","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"195","https://chamanlawfirm.com/defenses-and-bars-to-a-petition-for-divorce-2/","Defenses And Bars To A Petition For Divorce 2","Powerful Steps: Defenses and Bars to a Petition for Divorce","Explore legal defenses and bars to a petition for divorce in Nigeria. Chaman Law Firm explains how to protect rights and challenge divorce claims.","family law","hidden Sanity draft; do not redirect","66 clicks; 2205 impressions; avg position 13.35 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/defenses-and-bars-to-a-petition-for-divorce-2","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/defenses-and-bars-to-a-petition-for-divorce-2","not included until restored/approved or static target exists","high - lawyer review required before publication","image recovery needed","hidden/not approved","keep hidden only if legally unsafe, duplicate, or genuinely unsuitable",""
"196","https://chamanlawfirm.com/or-filing-interlocutory-applications/","Or Filing Interlocutory Applications","","","general legal education","live 404","65 clicks; 9654 impressions; avg position 10.06 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/or-filing-interlocutory-applications","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/or-filing-interlocutory-applications","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"197","https://chamanlawfirm.com/breach-of-promise-to-marriage-in-nigeria/","Breach Of Promise To Marriage In Nigeria","Breach of Promise to Marriage in Nigefria","Shocking Truth: Can Breach of Promise to Marriage Be Enforceable in Nigeria’s Legal System? Breach of promise to marriage in Nigeria","family law","hidden Sanity draft; do not redirect","65 clicks; 6573 impressions; avg position 11.98 from local GSC Pages.csv","not available locally","Sanity image present","/resources/blog/breach-of-promise-to-marriage-in-nigeria","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/breach-of-promise-to-marriage-in-nigeria","not included until restored/approved or static target exists","high - lawyer review required before publication","image and alt present in Sanity","hidden/not approved","keep hidden only if legally unsafe, duplicate, or genuinely unsuitable",""
"198","https://chamanlawfirm.com/procedure-for-mergers-and-acquisitions-in-nigeria/","Procedure For Mergers And Acquisitions In Nigeria","","","general legal education","live 404","65 clicks; 3333 impressions; avg position 15.51 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/procedure-for-mergers-and-acquisitions-in-nigeria","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/procedure-for-mergers-and-acquisitions-in-nigeria","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"199","https://chamanlawfirm.com/government-acquisition-in-ogun-state/","Government Acquisition In Ogun State","","","general legal education","live 404","65 clicks; 3190 impressions; avg position 6.98 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/government-acquisition-in-ogun-state","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/government-acquisition-in-ogun-state","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
"200","https://chamanlawfirm.com/fencing-approval-in-lagos-key-requirements/","Fencing Approval In Lagos Key Requirements","","","general legal education","live 404","65 clicks; 3092 impressions; avg position 6.71 from local GSC Pages.csv","not available locally","legacy image not confirmed","/resources/blog/fencing-approval-in-lagos-key-requirements","redirect old URL to best new route","","https://chamanlawfirm.com/resources/blog/fencing-approval-in-lagos-key-requirements","not included until restored/approved or static target exists","low/medium - editorial and legal review still required","image recovery needed","not restored","restore as blog post",""
